"Plot Title: 20187020"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20187020, SEN S/N: 20187020, LBL: Pruth04)","Coupler Detached (LGR S/N: 20187020, SEN S/N: 20187020)","Coupler Attached (LGR S/N: 20187020, SEN S/N: 20187020)","Stopped (LGR S/N: 20187020, SEN S/N: 20187020)","End Of File (LGR S/N: 20187020, SEN S/N: 20187020)"
1,05/01/18 03:50:00 PM,10.932,Logged,,,
2,05/01/18 04:00:00 PM,10.638,,,,
3,05/01/18 04:10:00 PM,8.344,,,,
4,05/01/18 04:20:00 PM,8.319,,,,
5,05/01/18 04:30:00 PM,8.319,,,,
6,05/01/18 04:40:00 PM,8.369,,,,
7,05/01/18 04:50:00 PM,8.344,,,,
8,05/01/18 05:00:00 PM,8.319,,,,
9,05/01/18 05:10:00 PM,8.319,,,,
10,05/01/18 05:20:00 PM,8.295,,,,
11,05/01/18 05:30:00 PM,8.319,,,,
12,05/01/18 05:40:00 PM,8.295,,,,
13,05/01/18 05:50:00 PM,8.295,,,,
14,05/01/18 06:00:00 PM,8.319,,,,
15,05/01/18 06:10:00 PM,8.295,,,,
16,05/01/18 06:20:00 PM,8.369,,,,
17,05/01/18 06:30:00 PM,8.344,,,,
18,05/01/18 06:40:00 PM,8.344,,,,
19,05/01/18 06:50:00 PM,8.270,,,,
20,05/01/18 07:00:00 PM,8.270,,,,
21,05/01/18 07:10:00 PM,8.319,,,,
22,05/01/18 07:20:00 PM,8.319,,,,
23,05/01/18 07:30:00 PM,8.319,,,,
24,05/01/18 07:40:00 PM,8.295,,,,
25,05/01/18 07:50:00 PM,8.394,,,,
26,05/01/18 08:00:00 PM,8.866,,,,
27,05/01/18 08:10:00 PM,9.706,,,,
28,05/01/18 08:20:00 PM,9.287,,,,
29,05/01/18 08:30:00 PM,9.213,,,,
30,05/01/18 08:40:00 PM,9.361,,,,
31,05/01/18 08:50:00 PM,9.238,,,,
32,05/01/18 09:00:00 PM,8.841,,,,
33,05/01/18 09:10:00 PM,8.717,,,,
34,05/01/18 09:20:00 PM,9.089,,,,
35,05/01/18 09:30:00 PM,9.213,,,,
36,05/01/18 09:40:00 PM,9.238,,,,
37,05/01/18 09:50:00 PM,9.287,,,,
38,05/01/18 10:00:00 PM,8.941,,,,
39,05/01/18 10:10:00 PM,9.213,,,,
40,05/01/18 10:20:00 PM,9.040,,,,
41,05/01/18 10:30:00 PM,9.435,,,,
42,05/01/18 10:40:00 PM,8.990,,,,
43,05/01/18 10:50:00 PM,9.410,,,,
44,05/01/18 11:00:00 PM,9.213,,,,
45,05/01/18 11:10:00 PM,9.015,,,,
46,05/01/18 11:20:00 PM,8.792,,,,
47,05/01/18 11:30:00 PM,8.965,,,,
48,05/01/18 11:40:00 PM,8.767,,,,
49,05/01/18 11:50:00 PM,9.410,,,,
50,05/02/18 12:00:00 AM,9.287,,,,
51,05/02/18 12:10:00 AM,9.064,,,,
52,05/02/18 12:20:00 AM,8.941,,,,
53,05/02/18 12:30:00 AM,8.742,,,,
54,05/02/18 12:40:00 AM,8.767,,,,
55,05/02/18 12:50:00 AM,8.618,,,,
56,05/02/18 01:00:00 AM,8.543,,,,
57,05/02/18 01:10:00 AM,8.494,,,,
58,05/02/18 01:20:00 AM,8.444,,,,
59,05/02/18 01:30:00 AM,8.394,,,,
60,05/02/18 01:40:00 AM,8.344,,,,
61,05/02/18 01:50:00 AM,8.270,,,,
62,05/02/18 02:00:00 AM,8.245,,,,
63,05/02/18 02:10:00 AM,8.245,,,,
64,05/02/18 02:20:00 AM,8.245,,,,
65,05/02/18 02:30:00 AM,8.270,,,,
66,05/02/18 02:40:00 AM,8.319,,,,
67,05/02/18 02:50:00 AM,8.444,,,,
68,05/02/18 03:00:00 AM,8.519,,,,
69,05/02/18 03:10:00 AM,8.369,,,,
70,05/02/18 03:20:00 AM,8.319,,,,
71,05/02/18 03:30:00 AM,8.295,,,,
72,05/02/18 03:40:00 AM,8.270,,,,
73,05/02/18 03:50:00 AM,8.245,,,,
74,05/02/18 04:00:00 AM,8.295,,,,
75,05/02/18 04:10:00 AM,8.270,,,,
76,05/02/18 04:20:00 AM,8.469,,,,
77,05/02/18 04:30:00 AM,8.394,,,,
78,05/02/18 04:40:00 AM,8.543,,,,
79,05/02/18 04:50:00 AM,8.792,,,,
80,05/02/18 05:00:00 AM,8.866,,,,
81,05/02/18 05:10:00 AM,8.792,,,,
82,05/02/18 05:20:00 AM,8.792,,,,
83,05/02/18 05:30:00 AM,8.767,,,,
84,05/02/18 05:40:00 AM,8.817,,,,
85,05/02/18 05:50:00 AM,8.693,,,,
86,05/02/18 06:00:00 AM,8.618,,,,
87,05/02/18 06:10:00 AM,8.494,,,,
88,05/02/18 06:20:00 AM,8.444,,,,
89,05/02/18 06:30:00 AM,8.295,,,,
90,05/02/18 06:40:00 AM,8.295,,,,
91,05/02/18 06:50:00 AM,8.344,,,,
92,05/02/18 07:00:00 AM,8.245,,,,
93,05/02/18 07:10:00 AM,8.444,,,,
94,05/02/18 07:20:00 AM,8.469,,,,
95,05/02/18 07:30:00 AM,8.469,,,,
96,05/02/18 07:40:00 AM,8.693,,,,
97,05/02/18 07:50:00 AM,8.643,,,,
98,05/02/18 08:00:00 AM,8.767,,,,
99,05/02/18 08:10:00 AM,8.841,,,,
100,05/02/18 08:20:00 AM,8.717,,,,
101,05/02/18 08:30:00 AM,8.668,,,,
102,05/02/18 08:40:00 AM,8.618,,,,
103,05/02/18 08:50:00 AM,8.593,,,,
104,05/02/18 09:00:00 AM,8.593,,,,
105,05/02/18 09:10:00 AM,8.568,,,,
106,05/02/18 09:20:00 AM,8.543,,,,
107,05/02/18 09:30:00 AM,8.419,,,,
108,05/02/18 09:40:00 AM,8.444,,,,
109,05/02/18 09:50:00 AM,8.444,,,,
110,05/02/18 10:00:00 AM,8.494,,,,
111,05/02/18 10:10:00 AM,8.494,,,,
112,05/02/18 10:20:00 AM,8.469,,,,
113,05/02/18 10:30:00 AM,8.866,,,,
114,05/02/18 10:40:00 AM,8.891,,,,
115,05/02/18 10:50:00 AM,8.866,,,,
116,05/02/18 11:00:00 AM,8.916,,,,
117,05/02/18 11:10:00 AM,8.916,,,,
118,05/02/18 11:20:00 AM,9.015,,,,
119,05/02/18 11:30:00 AM,8.767,,,,
120,05/02/18 11:40:00 AM,9.287,,,,
121,05/02/18 11:50:00 AM,8.841,,,,
122,05/02/18 12:00:00 PM,8.767,,,,
123,05/02/18 12:10:00 PM,8.742,,,,
124,05/02/18 12:20:00 PM,8.717,,,,
125,05/02/18 12:30:00 PM,8.693,,,,
126,05/02/18 12:40:00 PM,8.668,,,,
127,05/02/18 12:50:00 PM,8.643,,,,
128,05/02/18 01:00:00 PM,8.693,,,,
129,05/02/18 01:10:00 PM,8.767,,,,
130,05/02/18 01:20:00 PM,8.643,,,,
131,05/02/18 01:30:00 PM,8.717,,,,
132,05/02/18 01:40:00 PM,8.519,,,,
133,05/02/18 01:50:00 PM,8.543,,,,
134,05/02/18 02:00:00 PM,8.568,,,,
135,05/02/18 02:10:00 PM,8.618,,,,
136,05/02/18 02:20:00 PM,8.568,,,,
137,05/02/18 02:30:00 PM,8.568,,,,
138,05/02/18 02:40:00 PM,8.543,,,,
139,05/02/18 02:50:00 PM,8.469,,,,
140,05/02/18 03:00:00 PM,8.444,,,,
141,05/02/18 03:10:00 PM,8.618,,,,
142,05/02/18 03:20:00 PM,8.643,,,,
143,05/02/18 03:30:00 PM,8.519,,,,
144,05/02/18 03:40:00 PM,8.419,,,,
145,05/02/18 03:50:00 PM,8.344,,,,
146,05/02/18 04:00:00 PM,8.319,,,,
147,05/02/18 04:10:00 PM,8.344,,,,
148,05/02/18 04:20:00 PM,8.344,,,,
149,05/02/18 04:30:00 PM,8.319,,,,
150,05/02/18 04:40:00 PM,8.270,,,,
151,05/02/18 04:50:00 PM,8.270,,,,
152,05/02/18 05:00:00 PM,8.419,,,,
153,05/02/18 05:10:00 PM,8.344,,,,
154,05/02/18 05:20:00 PM,8.444,,,,
155,05/02/18 05:30:00 PM,8.668,,,,
156,05/02/18 05:40:00 PM,8.817,,,,
157,05/02/18 05:50:00 PM,8.618,,,,
158,05/02/18 06:00:00 PM,8.469,,,,
159,05/02/18 06:10:00 PM,8.568,,,,
160,05/02/18 06:20:00 PM,8.519,,,,
161,05/02/18 06:30:00 PM,8.494,,,,
162,05/02/18 06:40:00 PM,8.519,,,,
163,05/02/18 06:50:00 PM,8.519,,,,
164,05/02/18 07:00:00 PM,8.519,,,,
165,05/02/18 07:10:00 PM,8.469,,,,
166,05/02/18 07:20:00 PM,8.444,,,,
167,05/02/18 07:30:00 PM,8.444,,,,
168,05/02/18 07:40:00 PM,8.444,,,,
169,05/02/18 07:50:00 PM,8.767,,,,
170,05/02/18 08:00:00 PM,8.841,,,,
171,05/02/18 08:10:00 PM,8.866,,,,
172,05/02/18 08:20:00 PM,9.534,,,,
173,05/02/18 08:30:00 PM,9.583,,,,
174,05/02/18 08:40:00 PM,9.089,,,,
175,05/02/18 08:50:00 PM,9.361,,,,
176,05/02/18 09:00:00 PM,9.163,,,,
177,05/02/18 09:10:00 PM,8.941,,,,
178,05/02/18 09:20:00 PM,8.866,,,,
179,05/02/18 09:30:00 PM,8.841,,,,
180,05/02/18 09:40:00 PM,8.817,,,,
181,05/02/18 09:50:00 PM,8.891,,,,
182,05/02/18 10:00:00 PM,8.965,,,,
183,05/02/18 10:10:00 PM,8.965,,,,
184,05/02/18 10:20:00 PM,8.891,,,,
185,05/02/18 10:30:00 PM,8.891,,,,
186,05/02/18 10:40:00 PM,8.767,,,,
187,05/02/18 10:50:00 PM,8.866,,,,
188,05/02/18 11:00:00 PM,8.841,,,,
189,05/02/18 11:10:00 PM,8.792,,,,
190,05/02/18 11:20:00 PM,8.717,,,,
191,05/02/18 11:30:00 PM,8.817,,,,
192,05/02/18 11:40:00 PM,8.792,,,,
193,05/02/18 11:50:00 PM,8.643,,,,
194,05/03/18 12:00:00 AM,8.643,,,,
195,05/03/18 12:10:00 AM,8.543,,,,
196,05/03/18 12:20:00 AM,8.469,,,,
197,05/03/18 12:30:00 AM,8.568,,,,
198,05/03/18 12:40:00 AM,8.469,,,,
199,05/03/18 12:50:00 AM,8.817,,,,
200,05/03/18 01:00:00 AM,8.618,,,,
201,05/03/18 01:10:00 AM,8.668,,,,
202,05/03/18 01:20:00 AM,8.643,,,,
203,05/03/18 01:30:00 AM,8.593,,,,
204,05/03/18 01:40:00 AM,8.543,,,,
205,05/03/18 01:50:00 AM,8.469,,,,
206,05/03/18 02:00:00 AM,8.444,,,,
207,05/03/18 02:10:00 AM,8.394,,,,
208,05/03/18 02:20:00 AM,8.369,,,,
209,05/03/18 02:30:00 AM,8.344,,,,
210,05/03/18 02:40:00 AM,8.319,,,,
211,05/03/18 02:50:00 AM,8.319,,,,
212,05/03/18 03:00:00 AM,8.295,,,,
213,05/03/18 03:10:00 AM,8.295,,,,
214,05/03/18 03:20:00 AM,8.270,,,,
215,05/03/18 03:30:00 AM,8.394,,,,
216,05/03/18 03:40:00 AM,8.543,,,,
217,05/03/18 03:50:00 AM,8.494,,,,
218,05/03/18 04:00:00 AM,8.469,,,,
219,05/03/18 04:10:00 AM,8.444,,,,
220,05/03/18 04:20:00 AM,8.394,,,,
221,05/03/18 04:30:00 AM,8.344,,,,
222,05/03/18 04:40:00 AM,8.295,,,,
223,05/03/18 04:50:00 AM,8.295,,,,
224,05/03/18 05:00:00 AM,8.245,,,,
225,05/03/18 05:10:00 AM,8.245,,,,
226,05/03/18 05:20:00 AM,8.220,,,,
227,05/03/18 05:30:00 AM,8.220,,,,
228,05/03/18 05:40:00 AM,8.270,,,,
229,05/03/18 05:50:00 AM,8.369,,,,
230,05/03/18 06:00:00 AM,8.494,,,,
231,05/03/18 06:10:00 AM,8.593,,,,
232,05/03/18 06:20:00 AM,8.543,,,,
233,05/03/18 06:30:00 AM,8.519,,,,
234,05/03/18 06:40:00 AM,8.792,,,,
235,05/03/18 06:50:00 AM,8.568,,,,
236,05/03/18 07:00:00 AM,8.394,,,,
237,05/03/18 07:10:00 AM,8.319,,,,
238,05/03/18 07:20:00 AM,8.519,,,,
239,05/03/18 07:30:00 AM,8.891,,,,
240,05/03/18 07:40:00 AM,9.114,,,,
241,05/03/18 07:50:00 AM,9.139,,,,
242,05/03/18 08:00:00 AM,9.509,,,,
243,05/03/18 08:10:00 AM,8.941,,,,
244,05/03/18 08:20:00 AM,9.213,,,,
245,05/03/18 08:30:00 AM,8.891,,,,
246,05/03/18 08:40:00 AM,8.841,,,,
247,05/03/18 08:50:00 AM,8.494,,,,
248,05/03/18 09:00:00 AM,8.394,,,,
249,05/03/18 09:10:00 AM,8.519,,,,
250,05/03/18 09:20:00 AM,8.593,,,,
251,05/03/18 09:30:00 AM,8.593,,,,
252,05/03/18 09:40:00 AM,9.015,,,,
253,05/03/18 09:50:00 AM,9.410,,,,
254,05/03/18 10:00:00 AM,8.866,,,,
255,05/03/18 10:10:00 AM,8.668,,,,
256,05/03/18 10:20:00 AM,8.618,,,,
257,05/03/18 10:30:00 AM,8.543,,,,
258,05/03/18 10:40:00 AM,8.519,,,,
259,05/03/18 10:50:00 AM,8.668,,,,
260,05/03/18 11:00:00 AM,8.568,,,,
261,05/03/18 11:10:00 AM,8.568,,,,
262,05/03/18 11:20:00 AM,8.643,,,,
263,05/03/18 11:30:00 AM,8.817,,,,
264,05/03/18 11:40:00 AM,8.767,,,,
265,05/03/18 11:50:00 AM,8.817,,,,
266,05/03/18 12:00:00 PM,8.817,,,,
267,05/03/18 12:10:00 PM,8.618,,,,
268,05/03/18 12:20:00 PM,8.693,,,,
269,05/03/18 12:30:00 PM,8.693,,,,
270,05/03/18 12:40:00 PM,8.742,,,,
271,05/03/18 12:50:00 PM,8.767,,,,
272,05/03/18 01:00:00 PM,8.817,,,,
273,05/03/18 01:10:00 PM,8.742,,,,
274,05/03/18 01:20:00 PM,8.668,,,,
275,05/03/18 01:30:00 PM,8.593,,,,
276,05/03/18 01:40:00 PM,8.668,,,,
277,05/03/18 01:50:00 PM,8.693,,,,
278,05/03/18 02:00:00 PM,8.693,,,,
279,05/03/18 02:10:00 PM,8.693,,,,
280,05/03/18 02:20:00 PM,8.693,,,,
281,05/03/18 02:30:00 PM,8.668,,,,
282,05/03/18 02:40:00 PM,8.643,,,,
283,05/03/18 02:50:00 PM,8.618,,,,
284,05/03/18 03:00:00 PM,8.568,,,,
285,05/03/18 03:10:00 PM,8.568,,,,
286,05/03/18 03:20:00 PM,8.568,,,,
287,05/03/18 03:30:00 PM,8.568,,,,
288,05/03/18 03:40:00 PM,8.519,,,,
289,05/03/18 03:50:00 PM,8.593,,,,
290,05/03/18 04:00:00 PM,8.593,,,,
291,05/03/18 04:10:00 PM,8.618,,,,
292,05/03/18 04:20:00 PM,8.593,,,,
