"Plot Title: 20187022"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20187022, SEN S/N: 20187022, LBL: Pruth06)","Coupler Detached (LGR S/N: 20187022, SEN S/N: 20187022)","Coupler Attached (LGR S/N: 20187022, SEN S/N: 20187022)","Stopped (LGR S/N: 20187022, SEN S/N: 20187022)","End Of File (LGR S/N: 20187022, SEN S/N: 20187022)"
1,05/01/18 04:00:00 PM,11.151,Logged,,,
2,05/01/18 04:10:00 PM,8.220,,,,
3,05/01/18 04:20:00 PM,8.220,,,,
4,05/01/18 04:30:00 PM,8.245,,,,
5,05/01/18 04:40:00 PM,8.220,,,,
6,05/01/18 04:50:00 PM,8.195,,,,
7,05/01/18 05:00:00 PM,8.170,,,,
8,05/01/18 05:10:00 PM,8.170,,,,
9,05/01/18 05:20:00 PM,8.170,,,,
10,05/01/18 05:30:00 PM,8.170,,,,
11,05/01/18 05:40:00 PM,8.170,,,,
12,05/01/18 05:50:00 PM,8.170,,,,
13,05/01/18 06:00:00 PM,8.170,,,,
14,05/01/18 06:10:00 PM,8.170,,,,
15,05/01/18 06:20:00 PM,8.170,,,,
16,05/01/18 06:30:00 PM,8.145,,,,
17,05/01/18 06:40:00 PM,8.145,,,,
18,05/01/18 06:50:00 PM,8.170,,,,
19,05/01/18 07:00:00 PM,8.170,,,,
20,05/01/18 07:10:00 PM,8.170,,,,
21,05/01/18 07:20:00 PM,8.170,,,,
22,05/01/18 07:30:00 PM,8.170,,,,
23,05/01/18 07:40:00 PM,8.195,,,,
24,05/01/18 07:50:00 PM,8.170,,,,
25,05/01/18 08:00:00 PM,8.170,,,,
26,05/01/18 08:10:00 PM,8.170,,,,
27,05/01/18 08:20:00 PM,8.195,,,,
28,05/01/18 08:30:00 PM,8.195,,,,
29,05/01/18 08:40:00 PM,8.295,,,,
30,05/01/18 08:50:00 PM,8.419,,,,
31,05/01/18 09:00:00 PM,8.319,,,,
32,05/01/18 09:10:00 PM,8.245,,,,
33,05/01/18 09:20:00 PM,8.369,,,,
34,05/01/18 09:30:00 PM,8.344,,,,
35,05/01/18 09:40:00 PM,8.319,,,,
36,05/01/18 09:50:00 PM,8.394,,,,
37,05/01/18 10:00:00 PM,8.344,,,,
38,05/01/18 10:10:00 PM,8.344,,,,
39,05/01/18 10:20:00 PM,8.270,,,,
40,05/01/18 10:30:00 PM,8.270,,,,
41,05/01/18 10:40:00 PM,8.270,,,,
42,05/01/18 10:50:00 PM,8.270,,,,
43,05/01/18 11:00:00 PM,8.295,,,,
44,05/01/18 11:10:00 PM,8.295,,,,
45,05/01/18 11:20:00 PM,8.270,,,,
46,05/01/18 11:30:00 PM,8.295,,,,
47,05/01/18 11:40:00 PM,8.270,,,,
48,05/01/18 11:50:00 PM,8.295,,,,
49,05/02/18 12:00:00 AM,8.245,,,,
50,05/02/18 12:10:00 AM,8.319,,,,
51,05/02/18 12:20:00 AM,8.295,,,,
52,05/02/18 12:30:00 AM,8.270,,,,
53,05/02/18 12:40:00 AM,8.295,,,,
54,05/02/18 12:50:00 AM,8.295,,,,
55,05/02/18 01:00:00 AM,8.295,,,,
56,05/02/18 01:10:00 AM,8.270,,,,
57,05/02/18 01:20:00 AM,8.245,,,,
58,05/02/18 01:30:00 AM,8.270,,,,
59,05/02/18 01:40:00 AM,8.270,,,,
60,05/02/18 01:50:00 AM,8.270,,,,
61,05/02/18 02:00:00 AM,8.270,,,,
62,05/02/18 02:10:00 AM,8.270,,,,
63,05/02/18 02:20:00 AM,8.295,,,,
64,05/02/18 02:30:00 AM,8.245,,,,
65,05/02/18 02:40:00 AM,8.245,,,,
66,05/02/18 02:50:00 AM,8.245,,,,
67,05/02/18 03:00:00 AM,8.270,,,,
68,05/02/18 03:10:00 AM,8.270,,,,
69,05/02/18 03:20:00 AM,8.220,,,,
70,05/02/18 03:30:00 AM,8.220,,,,
