"Plot Title: 20187020"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20187020, SEN S/N: 20187020, LBL: Pruth04)","Coupler Detached (LGR S/N: 20187020)","Coupler Attached (LGR S/N: 20187020)","Stopped (LGR S/N: 20187020)","End Of File (LGR S/N: 20187020)"
1,12/02/17 08:10:00  AM,15.843,Logged,,,
2,12/02/17 08:20:00  AM,15.772,,,,
3,12/02/17 08:30:00  AM,12.001,,,,
4,12/02/17 08:40:00  AM,11.029,,,,
5,12/02/17 08:50:00  AM,12.461,,,,
6,12/02/17 09:00:00  AM,10.222,,,,
7,12/02/17 09:10:00  AM,9.336,,,,
8,12/02/17 09:20:00  AM,9.015,,,,
9,12/02/17 09:30:00  AM,8.891,,,,
10,12/02/17 09:40:00  AM,8.841,,,,
11,12/02/17 09:50:00  AM,8.866,,,,
12,12/02/17 10:00:00  AM,8.866,,,,
13,12/02/17 10:10:00  AM,8.916,,,,
14,12/02/17 10:20:00  AM,8.941,,,,
15,12/02/17 10:30:00  AM,8.990,,,,
16,12/02/17 10:40:00  AM,9.040,,,,
17,12/02/17 10:50:00  AM,9.114,,,,
18,12/02/17 11:00:00  AM,9.188,,,,
19,12/02/17 11:10:00  AM,9.262,,,,
20,12/02/17 11:20:00  AM,9.312,,,,
21,12/02/17 11:30:00  AM,9.410,,,,
22,12/02/17 11:40:00  AM,9.756,,,,
23,12/02/17 11:50:00  AM,9.879,,,,
24,12/02/17 12:00:00  PM,9.558,,,,
25,12/02/17 12:10:00  PM,9.336,,,,
26,12/02/17 12:20:00  PM,9.163,,,,
27,12/02/17 12:30:00  PM,9.213,,,,
28,12/02/17 12:40:00  PM,9.262,,,,
29,12/02/17 12:50:00  PM,9.386,,,,
30,12/02/17 01:00:00  PM,9.361,,,,
31,12/02/17 01:10:00  PM,9.410,,,,
32,12/02/17 01:20:00  PM,9.485,,,,
33,12/02/17 01:30:00  PM,9.534,,,,
34,12/02/17 01:40:00  PM,9.558,,,,
35,12/02/17 01:50:00  PM,9.583,,,,
36,12/02/17 02:00:00  PM,9.558,,,,
37,12/02/17 02:10:00  PM,9.509,,,,
38,12/02/17 02:20:00  PM,9.485,,,,
39,12/02/17 02:30:00  PM,9.435,,,,
40,12/02/17 02:40:00  PM,9.435,,,,
41,12/02/17 02:50:00  PM,9.361,,,,
42,12/02/17 03:00:00  PM,9.262,,,,
43,12/02/17 03:10:00  PM,9.336,,,,
44,12/02/17 03:20:00  PM,7.217,,,,
45,12/02/17 03:30:00  PM,4.089,,,,
46,12/02/17 03:40:00  PM,3.985,,,,
47,12/02/17 03:50:00  PM,4.402,,,,
48,12/02/17 04:00:00  PM,4.480,,,,
49,12/02/17 04:10:00  PM,7.920,,,,
50,12/02/17 04:20:00  PM,7.895,,,,
51,12/02/17 04:30:00  PM,7.820,,,,
52,12/02/17 04:40:00  PM,7.845,,,,
53,12/02/17 04:50:00  PM,7.795,,,,
54,12/02/17 05:00:00  PM,7.845,,,,
55,12/02/17 05:10:00  PM,7.870,,,,
56,12/02/17 05:20:00  PM,8.045,,,,
57,12/02/17 05:30:00  PM,8.045,,,,
58,12/02/17 05:40:00  PM,7.995,,,,
59,12/02/17 05:50:00  PM,7.945,,,,
60,12/02/17 06:00:00  PM,7.945,,,,
61,12/02/17 06:10:00  PM,7.995,,,,
62,12/02/17 06:20:00  PM,8.020,,,,
63,12/02/17 06:30:00  PM,7.995,,,,
64,12/02/17 06:40:00  PM,7.970,,,,
65,12/02/17 06:50:00  PM,7.945,,,,
66,12/02/17 07:00:00  PM,7.970,,,,
67,12/02/17 07:10:00  PM,7.970,,,,
68,12/02/17 07:20:00  PM,7.995,,,,
69,12/02/17 07:30:00  PM,7.970,,,,
70,12/02/17 07:40:00  PM,7.970,,,,
71,12/02/17 07:50:00  PM,7.970,,,,
72,12/02/17 08:00:00  PM,7.970,,,,
73,12/02/17 08:10:00  PM,7.970,,,,
74,12/02/17 08:20:00  PM,7.970,,,,
75,12/02/17 08:30:00  PM,7.945,,,,
76,12/02/17 08:40:00  PM,7.945,,,,
77,12/02/17 08:50:00  PM,7.945,,,,
78,12/02/17 09:00:00  PM,7.920,,,,
79,12/02/17 09:10:00  PM,7.870,,,,
80,12/02/17 09:20:00  PM,7.920,,,,
81,12/02/17 09:30:00  PM,7.920,,,,
82,12/02/17 09:40:00  PM,7.920,,,,
83,12/02/17 09:50:00  PM,7.920,,,,
84,12/02/17 10:00:00  PM,7.945,,,,
85,12/02/17 10:10:00  PM,7.945,,,,
86,12/02/17 10:20:00  PM,7.945,,,,
87,12/02/17 10:30:00  PM,7.920,,,,
88,12/02/17 10:40:00  PM,7.895,,,,
89,12/02/17 10:50:00  PM,7.895,,,,
90,12/02/17 11:00:00  PM,7.845,,,,
91,12/02/17 11:10:00  PM,7.845,,,,
92,12/02/17 11:20:00  PM,7.695,,,,
93,12/02/17 11:30:00  PM,7.820,,,,
94,12/02/17 11:40:00  PM,7.795,,,,
95,12/02/17 11:50:00  PM,7.720,,,,
96,12/03/17 12:00:00  AM,7.645,,,,
97,12/03/17 12:10:00  AM,7.645,,,,
98,12/03/17 12:20:00  AM,7.619,,,,
99,12/03/17 12:30:00  AM,7.645,,,,
100,12/03/17 12:40:00  AM,7.670,,,,
101,12/03/17 12:50:00  AM,7.695,,,,
102,12/03/17 01:00:00  AM,7.720,,,,
103,12/03/17 01:10:00  AM,7.745,,,,
