"Plot Title: 20187022"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20187022, SEN S/N: 20187022, LBL: Pruth06)","Coupler Detached (LGR S/N: 20187022)","Coupler Attached (LGR S/N: 20187022)","Stopped (LGR S/N: 20187022)","End Of File (LGR S/N: 20187022)"
1,03/17/18 02:20:00 PM,7.268,Logged,,,
2,03/17/18 02:30:00 PM,6.763,,,,
3,03/17/18 02:40:00 PM,6.763,,,,
4,03/17/18 02:50:00 PM,6.763,,,,
5,03/17/18 03:00:00 PM,6.737,,,,
6,03/17/18 03:10:00 PM,6.687,,,,
7,03/17/18 03:20:00 PM,6.687,,,,
8,03/17/18 03:30:00 PM,6.712,,,,
9,03/17/18 03:40:00 PM,6.737,,,,
10,03/17/18 03:50:00 PM,6.712,,,,
11,03/17/18 04:00:00 PM,6.712,,,,
12,03/17/18 04:10:00 PM,6.661,,,,
13,03/17/18 04:20:00 PM,6.737,,,,
14,03/17/18 04:30:00 PM,6.712,,,,
15,03/17/18 04:40:00 PM,6.763,,,,
16,03/17/18 04:50:00 PM,6.763,,,,
17,03/17/18 05:00:00 PM,6.788,,,,
18,03/17/18 05:10:00 PM,6.763,,,,
19,03/17/18 05:20:00 PM,6.737,,,,
20,03/17/18 05:30:00 PM,6.737,,,,
21,03/17/18 05:40:00 PM,6.611,,,,
22,03/17/18 05:50:00 PM,6.636,,,,
23,03/17/18 06:00:00 PM,6.661,,,,
24,03/17/18 06:10:00 PM,6.687,,,,
25,03/17/18 06:20:00 PM,6.661,,,,
26,03/17/18 06:30:00 PM,6.661,,,,
27,03/17/18 06:40:00 PM,6.661,,,,
28,03/17/18 06:50:00 PM,6.636,,,,
29,03/17/18 07:00:00 PM,6.636,,,,
30,03/17/18 07:10:00 PM,6.636,,,,
31,03/17/18 07:20:00 PM,6.636,,,,
32,03/17/18 07:30:00 PM,6.636,,,,
33,03/17/18 07:40:00 PM,6.687,,,,
34,03/17/18 07:50:00 PM,6.661,,,,
35,03/17/18 08:00:00 PM,6.611,,,,
36,03/17/18 08:10:00 PM,6.585,,,,
37,03/17/18 08:20:00 PM,6.611,,,,
38,03/17/18 08:30:00 PM,6.560,,,,
39,03/17/18 08:40:00 PM,6.611,,,,
40,03/17/18 08:50:00 PM,6.636,,,,
41,03/17/18 09:00:00 PM,6.611,,,,
42,03/17/18 09:10:00 PM,6.611,,,,
43,03/17/18 09:20:00 PM,6.687,,,,
44,03/17/18 09:30:00 PM,6.636,,,,
45,03/17/18 09:40:00 PM,6.661,,,,
46,03/17/18 09:50:00 PM,6.712,,,,
47,03/17/18 10:00:00 PM,6.687,,,,
48,03/17/18 10:10:00 PM,6.712,,,,
49,03/17/18 10:20:00 PM,6.687,,,,
50,03/17/18 10:30:00 PM,6.712,,,,
51,03/17/18 10:40:00 PM,6.737,,,,
