"Plot Title: 20187018"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20187018, SEN S/N: 20187018, LBL: Pruth02)","Coupler Detached (LGR S/N: 20187018)","Coupler Attached (LGR S/N: 20187018)","Stopped (LGR S/N: 20187018)","End Of File (LGR S/N: 20187018)"
1,03/17/18 02:10:00 PM,9.903,Logged,,,
2,03/17/18 02:20:00 PM,7.870,,,,
3,03/17/18 02:30:00 PM,6.914,,,,
4,03/17/18 02:40:00 PM,7.268,,,,
5,03/17/18 02:50:00 PM,7.242,,,,
6,03/17/18 03:00:00 PM,7.217,,,,
7,03/17/18 03:10:00 PM,7.242,,,,
8,03/17/18 03:20:00 PM,7.293,,,,
9,03/17/18 03:30:00 PM,7.242,,,,
10,03/17/18 03:40:00 PM,7.242,,,,
11,03/17/18 03:50:00 PM,7.268,,,,
12,03/17/18 04:00:00 PM,7.167,,,,
13,03/17/18 04:10:00 PM,7.217,,,,
14,03/17/18 04:20:00 PM,7.142,,,,
15,03/17/18 04:30:00 PM,7.066,,,,
16,03/17/18 04:40:00 PM,7.041,,,,
17,03/17/18 04:50:00 PM,7.041,,,,
18,03/17/18 05:00:00 PM,7.116,,,,
19,03/17/18 05:10:00 PM,7.116,,,,
20,03/17/18 05:20:00 PM,7.142,,,,
21,03/17/18 05:30:00 PM,7.142,,,,
22,03/17/18 05:40:00 PM,7.091,,,,
23,03/17/18 05:50:00 PM,7.041,,,,
24,03/17/18 06:00:00 PM,7.015,,,,
25,03/17/18 06:10:00 PM,6.990,,,,
26,03/17/18 06:20:00 PM,7.041,,,,
27,03/17/18 06:30:00 PM,7.015,,,,
28,03/17/18 06:40:00 PM,7.015,,,,
29,03/17/18 06:50:00 PM,7.015,,,,
30,03/17/18 07:00:00 PM,6.965,,,,
31,03/17/18 07:10:00 PM,6.990,,,,
32,03/17/18 07:20:00 PM,7.015,,,,
33,03/17/18 07:30:00 PM,7.015,,,,
34,03/17/18 07:40:00 PM,7.015,,,,
35,03/17/18 07:50:00 PM,6.965,,,,
36,03/17/18 08:00:00 PM,6.990,,,,
37,03/17/18 08:10:00 PM,6.889,,,,
38,03/17/18 08:20:00 PM,6.889,,,,
39,03/17/18 08:30:00 PM,6.788,,,,
40,03/17/18 08:40:00 PM,6.839,,,,
41,03/17/18 08:50:00 PM,6.889,,,,
42,03/17/18 09:00:00 PM,6.889,,,,
43,03/17/18 09:10:00 PM,6.914,,,,
44,03/17/18 09:20:00 PM,6.914,,,,
45,03/17/18 09:30:00 PM,6.687,,,,
46,03/17/18 09:40:00 PM,6.636,,,,
47,03/17/18 09:50:00 PM,6.611,,,,
48,03/17/18 10:00:00 PM,6.560,,,,
49,03/17/18 10:10:00 PM,6.661,,,,
50,03/17/18 10:20:00 PM,6.611,,,,
51,03/17/18 10:30:00 PM,6.611,,,,
52,03/17/18 10:40:00 PM,6.611,,,,
53,03/17/18 10:50:00 PM,6.687,,,,
54,03/17/18 11:00:00 PM,6.661,,,,
55,03/17/18 11:10:00 PM,6.661,,,,
56,03/17/18 11:20:00 PM,6.687,,,,
57,03/17/18 11:30:00 PM,6.636,,,,
58,03/17/18 11:40:00 PM,6.611,,,,
59,03/17/18 11:50:00 PM,6.788,,,,
60,03/18/18 12:00:00 AM,6.788,,,,
61,03/18/18 12:10:00 AM,6.813,,,,
62,03/18/18 12:20:00 AM,6.763,,,,
63,03/18/18 12:30:00 AM,6.737,,,,
64,03/18/18 12:40:00 AM,6.661,,,,
65,03/18/18 12:50:00 AM,6.585,,,,
66,03/18/18 01:00:00 AM,6.611,,,,
67,03/18/18 01:10:00 AM,6.585,,,,
68,03/18/18 01:20:00 AM,6.585,,,,
69,03/18/18 01:30:00 AM,6.661,,,,
70,03/18/18 01:40:00 AM,6.560,,,,
71,03/18/18 01:50:00 AM,6.611,,,,
72,03/18/18 02:00:00 AM,6.788,,,,
73,03/18/18 02:10:00 AM,6.914,,,,
74,03/18/18 02:20:00 AM,6.788,,,,
75,03/18/18 02:30:00 AM,6.763,,,,
76,03/18/18 02:40:00 AM,6.839,,,,
77,03/18/18 02:50:00 AM,6.864,,,,
78,03/18/18 03:00:00 AM,6.788,,,,
79,03/18/18 03:10:00 AM,6.864,,,,
80,03/18/18 03:20:00 AM,6.813,,,,
81,03/18/18 03:30:00 AM,6.763,,,,
82,03/18/18 03:40:00 AM,6.737,,,,
83,03/18/18 03:50:00 AM,6.813,,,,
84,03/18/18 04:00:00 AM,6.737,,,,
85,03/18/18 04:10:00 AM,6.611,,,,
86,03/18/18 04:20:00 AM,6.560,,,,
87,03/18/18 04:30:00 AM,6.636,,,,
88,03/18/18 04:40:00 AM,6.661,,,,
89,03/18/18 04:50:00 AM,6.737,,,,
90,03/18/18 05:00:00 AM,6.737,,,,
91,03/18/18 05:10:00 AM,6.737,,,,
92,03/18/18 05:20:00 AM,6.763,,,,
93,03/18/18 05:30:00 AM,6.763,,,,
94,03/18/18 05:40:00 AM,6.864,,,,
95,03/18/18 05:50:00 AM,6.864,,,,
96,03/18/18 06:00:00 AM,6.889,,,,
97,03/18/18 06:10:00 AM,6.889,,,,
98,03/18/18 06:20:00 AM,6.864,,,,
99,03/18/18 06:30:00 AM,6.864,,,,
100,03/18/18 06:40:00 AM,6.687,,,,
101,03/18/18 06:50:00 AM,6.636,,,,
102,03/18/18 07:00:00 AM,6.687,,,,
103,03/18/18 07:10:00 AM,6.687,,,,
104,03/18/18 07:20:00 AM,6.687,,,,
105,03/18/18 07:30:00 AM,6.585,,,,
106,03/18/18 07:40:00 AM,6.712,,,,
107,03/18/18 07:50:00 AM,6.636,,,,
108,03/18/18 08:00:00 AM,6.687,,,,
109,03/18/18 08:10:00 AM,6.813,,,,
110,03/18/18 08:20:00 AM,6.864,,,,
111,03/18/18 08:30:00 AM,6.788,,,,
112,03/18/18 08:40:00 AM,6.763,,,,
113,03/18/18 08:50:00 AM,6.737,,,,
114,03/18/18 09:00:00 AM,6.763,,,,
115,03/18/18 09:10:00 AM,6.788,,,,
116,03/18/18 09:20:00 AM,6.813,,,,
117,03/18/18 09:30:00 AM,6.864,,,,
118,03/18/18 09:40:00 AM,6.788,,,,
119,03/18/18 09:50:00 AM,6.763,,,,
120,03/18/18 10:00:00 AM,6.763,,,,
121,03/18/18 10:10:00 AM,6.788,,,,
122,03/18/18 10:20:00 AM,6.813,,,,
123,03/18/18 10:30:00 AM,6.914,,,,
124,03/18/18 10:40:00 AM,6.889,,,,
125,03/18/18 10:50:00 AM,6.864,,,,
126,03/18/18 11:00:00 AM,6.864,,,,
127,03/18/18 11:10:00 AM,6.813,,,,
128,03/18/18 11:20:00 AM,6.839,,,,
129,03/18/18 11:30:00 AM,6.864,,,,
130,03/18/18 11:40:00 AM,6.940,,,,
131,03/18/18 11:50:00 AM,7.192,,,,
132,03/18/18 12:00:00 PM,6.864,,,,
133,03/18/18 12:10:00 PM,6.965,,,,
134,03/18/18 12:20:00 PM,6.813,,,,
135,03/18/18 12:30:00 PM,6.788,,,,
136,03/18/18 12:40:00 PM,6.788,,,,
137,03/18/18 12:50:00 PM,6.864,,,,
138,03/18/18 01:00:00 PM,6.763,,,,
139,03/18/18 01:10:00 PM,6.788,,,,
140,03/18/18 01:20:00 PM,6.737,,,,
141,03/18/18 01:30:00 PM,6.763,,,,
142,03/18/18 01:40:00 PM,6.737,,,,
143,03/18/18 01:50:00 PM,6.788,,,,
144,03/18/18 02:00:00 PM,6.813,,,,
145,03/18/18 02:10:00 PM,6.813,,,,
146,03/18/18 02:20:00 PM,6.712,,,,
147,03/18/18 02:30:00 PM,6.763,,,,
148,03/18/18 02:40:00 PM,6.813,,,,
149,03/18/18 02:50:00 PM,6.737,,,,
150,03/18/18 03:00:00 PM,6.737,,,,
151,03/18/18 03:10:00 PM,6.889,,,,
152,03/18/18 03:20:00 PM,6.990,,,,
153,03/18/18 03:30:00 PM,6.990,,,,
154,03/18/18 03:40:00 PM,7.041,,,,
155,03/18/18 03:50:00 PM,7.066,,,,
156,03/18/18 04:00:00 PM,7.066,,,,
157,03/18/18 04:10:00 PM,7.066,,,,
158,03/18/18 04:20:00 PM,7.041,,,,
159,03/18/18 04:30:00 PM,7.041,,,,
160,03/18/18 04:40:00 PM,7.066,,,,
161,03/18/18 04:50:00 PM,7.066,,,,
162,03/18/18 05:00:00 PM,7.015,,,,
163,03/18/18 05:10:00 PM,7.015,,,,
164,03/18/18 05:20:00 PM,6.990,,,,
165,03/18/18 05:30:00 PM,6.914,,,,
166,03/18/18 05:40:00 PM,6.940,,,,
167,03/18/18 05:50:00 PM,6.889,,,,
168,03/18/18 06:00:00 PM,6.889,,,,
169,03/18/18 06:10:00 PM,6.864,,,,
170,03/18/18 06:20:00 PM,6.889,,,,
171,03/18/18 06:30:00 PM,6.940,,,,
172,03/18/18 06:40:00 PM,6.990,,,,
173,03/18/18 06:50:00 PM,6.990,,,,
174,03/18/18 07:00:00 PM,6.990,,,,
175,03/18/18 07:10:00 PM,7.041,,,,
176,03/18/18 07:20:00 PM,7.041,,,,
177,03/18/18 07:30:00 PM,7.015,,,,
178,03/18/18 07:40:00 PM,7.091,,,,
179,03/18/18 07:50:00 PM,7.167,,,,
180,03/18/18 08:00:00 PM,7.217,,,,
181,03/18/18 08:10:00 PM,7.217,,,,
182,03/18/18 08:20:00 PM,7.242,,,,
183,03/18/18 08:30:00 PM,7.217,,,,
184,03/18/18 08:40:00 PM,7.091,,,,
185,03/18/18 08:50:00 PM,7.041,,,,
186,03/18/18 09:00:00 PM,7.041,,,,
187,03/18/18 09:10:00 PM,6.965,,,,
188,03/18/18 09:20:00 PM,6.940,,,,
189,03/18/18 09:30:00 PM,6.839,,,,
190,03/18/18 09:40:00 PM,6.839,,,,
191,03/18/18 09:50:00 PM,6.813,,,,
192,03/18/18 10:00:00 PM,6.737,,,,
193,03/18/18 10:10:00 PM,6.788,,,,
194,03/18/18 10:20:00 PM,6.813,,,,
195,03/18/18 10:30:00 PM,6.788,,,,
196,03/18/18 10:40:00 PM,6.864,,,,
197,03/18/18 10:50:00 PM,6.737,,,,
198,03/18/18 11:00:00 PM,6.839,,,,
199,03/18/18 11:10:00 PM,6.712,,,,
200,03/18/18 11:20:00 PM,6.763,,,,
201,03/18/18 11:30:00 PM,6.763,,,,
202,03/18/18 11:40:00 PM,6.813,,,,
203,03/18/18 11:50:00 PM,6.813,,,,
204,03/19/18 12:00:00 AM,6.889,,,,
205,03/19/18 12:10:00 AM,6.889,,,,
206,03/19/18 12:20:00 AM,6.813,,,,
207,03/19/18 12:30:00 AM,6.839,,,,
208,03/19/18 12:40:00 AM,6.889,,,,
209,03/19/18 12:50:00 AM,6.813,,,,
210,03/19/18 01:00:00 AM,6.889,,,,
211,03/19/18 01:10:00 AM,6.839,,,,
212,03/19/18 01:20:00 AM,6.839,,,,
213,03/19/18 01:30:00 AM,6.763,,,,
214,03/19/18 01:40:00 AM,6.712,,,,
215,03/19/18 01:50:00 AM,6.661,,,,
216,03/19/18 02:00:00 AM,6.636,,,,
217,03/19/18 02:10:00 AM,6.611,,,,
218,03/19/18 02:20:00 AM,6.914,,,,
219,03/19/18 02:30:00 AM,6.712,,,,
220,03/19/18 02:40:00 AM,6.763,,,,
221,03/19/18 02:50:00 AM,6.636,,,,
222,03/19/18 03:00:00 AM,6.611,,,,
223,03/19/18 03:10:00 AM,6.611,,,,
224,03/19/18 03:20:00 AM,6.636,,,,
225,03/19/18 03:30:00 AM,6.712,,,,
226,03/19/18 03:40:00 AM,6.763,,,,
227,03/19/18 03:50:00 AM,6.788,,,,
228,03/19/18 04:00:00 AM,6.788,,,,
229,03/19/18 04:10:00 AM,6.864,,,,
230,03/19/18 04:20:00 AM,6.864,,,,
231,03/19/18 04:30:00 AM,6.914,,,,
232,03/19/18 04:40:00 AM,6.965,,,,
233,03/19/18 04:50:00 AM,6.965,,,,
234,03/19/18 05:00:00 AM,6.889,,,,
235,03/19/18 05:10:00 AM,6.940,,,,
236,03/19/18 05:20:00 AM,6.864,,,,
237,03/19/18 05:30:00 AM,6.990,,,,
238,03/19/18 05:40:00 AM,6.965,,,,
239,03/19/18 05:50:00 AM,6.990,,,,
240,03/19/18 06:00:00 AM,7.015,,,,
241,03/19/18 06:10:00 AM,7.015,,,,
242,03/19/18 06:20:00 AM,6.965,,,,
243,03/19/18 06:30:00 AM,6.965,,,,
244,03/19/18 06:40:00 AM,6.940,,,,
245,03/19/18 06:50:00 AM,6.940,,,,
246,03/19/18 07:00:00 AM,6.965,,,,
247,03/19/18 07:10:00 AM,6.914,,,,
248,03/19/18 07:20:00 AM,6.914,,,,
249,03/19/18 07:30:00 AM,6.965,,,,
250,03/19/18 07:40:00 AM,6.914,,,,
251,03/19/18 07:50:00 AM,6.864,,,,
252,03/19/18 08:00:00 AM,6.813,,,,
253,03/19/18 08:10:00 AM,6.889,,,,
254,03/19/18 08:20:00 AM,6.940,,,,
255,03/19/18 08:30:00 AM,6.914,,,,
